Date,Adj Close,Year,,,Year,First Close,Last Close,Return for Year,Total Return 20 Years,Average Return 20 Years
2/8/1993,447.850006,1993,,,,,,,,
2/9/1993,445.329987,1993,,,,,,,,
2/10/1993,446.230011,1993,,,,,,,,
2/11/1993,447.660004,1993,,,,,,,,
2/12/1993,444.579987,1993,,,,,,,,
2/16/1993,433.910004,1993,,,,,,,,
2/17/1993,433.299988,1993,,,,,,,,
2/18/1993,431.899994,1993,,,,,,,,
2/19/1993,434.220001,1993,,,,,,,,
2/22/1993,435.23999,1993,,,,,,,,
2/23/1993,434.799988,1993,,,,,,,,
2/24/1993,440.869995,1993,,,,,,,,
2/25/1993,442.339996,1993,,,,,,,,
2/26/1993,443.380005,1993,,,,,,,,
3/1/1993,442.01001,1993,,,,,,,,
3/2/1993,447.899994,1993,,,,,,,,
3/3/1993,449.26001,1993,,,,,,,,
3/4/1993,447.339996,1993,,,,,,,,
3/5/1993,446.109985,1993,,,,,,,,
3/8/1993,454.709991,1993,,,,,,,,
3/9/1993,454.399994,1993,,,,,,,,
3/10/1993,456.329987,1993,,,,,,,,
3/11/1993,453.720001,1993,,,,,,,,
3/12/1993,449.829987,1993,,,,,,,,
3/15/1993,451.429993,1993,,,,,,,,
3/16/1993,451.369995,1993,,,,,,,,
3/17/1993,448.309998,1993,,,,,,,,
3/18/1993,451.890015,1993,,,,,,,,
3/19/1993,450.179993,1993,,,,,,,,
3/22/1993,448.880005,1993,,,,,,,,
3/23/1993,448.76001,1993,,,,,,,,
3/24/1993,448.070007,1993,,,,,,,,
3/25/1993,450.880005,1993,,,,,,,,
3/26/1993,447.779999,1993,,,,,,,,
3/29/1993,450.769989,1993,,,,,,,,
3/30/1993,451.970001,1993,,,,,,,,
3/31/1993,451.670013,1993,,,,,,,,
4/1/1993,450.299988,1993,,,,,,,,
4/2/1993,441.390015,1993,,,,,,,,
4/5/1993,442.290009,1993,,,,,,,,
4/6/1993,441.160004,1993,,,,,,,,
4/7/1993,442.730011,1993,,,,,,,,
4/8/1993,441.839996,1993,,,,,,,,
4/12/1993,448.369995,1993,,,,,,,,
4/13/1993,449.220001,1993,,,,,,,,
4/14/1993,448.660004,1993,,,,,,,,
4/15/1993,448.399994,1993,,,,,,,,
4/16/1993,448.940002,1993,,,,,,,,
4/19/1993,447.459991,1993,,,,,,,,
4/20/1993,445.100006,1993,,,,,,,,
4/21/1993,443.630005,1993,,,,,,,,
4/22/1993,439.459991,1993,,,,,,,,
4/23/1993,437.029999,1993,,,,,,,,
4/26/1993,433.540009,1993,,,,,,,,
4/27/1993,438.01001,1993,,,,,,,,
4/28/1993,438.019989,1993,,,,,,,,
4/29/1993,438.890015,1993,,,,,,,,
4/30/1993,440.190002,1993,,,,,,,,
5/3/1993,442.459991,1993,,,,,,,,
5/4/1993,444.049988,1993,,,,,,,,
5/5/1993,444.519989,1993,,,,,,,,
5/6/1993,443.26001,1993,,,,,,,,
5/7/1993,442.309998,1993,,,,,,,,
5/10/1993,442.799988,1993,,,,,,,,
5/11/1993,444.359985,1993,,,,,,,,
5/12/1993,444.799988,1993,,,,,,,,
5/13/1993,439.230011,1993,,,,,,,,
5/14/1993,439.559998,1993,,,,,,,,
5/17/1993,440.369995,1993,,,,,,,,
5/18/1993,440.320007,1993,,,,,,,,
5/19/1993,447.570007,1993,,,,,,,,
5/20/1993,450.589996,1993,,,,,,,,
5/21/1993,445.839996,1993,,,,,,,,
5/24/1993,448,1993,,,,,,,,
5/25/1993,448.850006,1993,,,,,,,,
5/26/1993,453.440002,1993,,,,,,,,
5/27/1993,452.410004,1993,,,,,,,,
5/28/1993,450.190002,1993,,,,,,,,
6/1/1993,453.829987,1993,,,,,,,,
6/2/1993,453.850006,1993,,,,,,,,
6/3/1993,452.48999,1993,,,,,,,,
6/4/1993,450.059998,1993,,,,,,,,
6/7/1993,447.690002,1993,,,,,,,,
6/8/1993,444.709991,1993,,,,,,,,
6/9/1993,445.779999,1993,,,,,,,,
6/10/1993,445.380005,1993,,,,,,,,
6/11/1993,447.26001,1993,,,,,,,,
6/14/1993,447.709991,1993,,,,,,,,
6/15/1993,446.269989,1993,,,,,,,,
6/16/1993,447.429993,1993,,,,,,,,
6/17/1993,448.540009,1993,,,,,,,,
6/18/1993,443.679993,1993,,,,,,,,
6/21/1993,446.220001,1993,,,,,,,,
6/22/1993,445.929993,1993,,,,,,,,
6/23/1993,443.190002,1993,,,,,,,,
6/24/1993,446.619995,1993,,,,,,,,
6/25/1993,447.600006,1993,,,,,,,,
6/28/1993,451.850006,1993,,,,,,,,
6/29/1993,450.690002,1993,,,,,,,,
6/30/1993,450.529999,1993,,,,,,,,
7/1/1993,449.019989,1993,,,,,,,,
7/2/1993,445.839996,1993,,,,,,,,
7/6/1993,441.429993,1993,,,,,,,,
7/7/1993,442.829987,1993,,,,,,,,
7/8/1993,448.640015,1993,,,,,,,,
7/9/1993,448.109985,1993,,,,,,,,
7/12/1993,448.980011,1993,,,,,,,,
7/13/1993,448.089996,1993,,,,,,,,
7/14/1993,450.079987,1993,,,,,,,,
7/15/1993,449.220001,1993,,,,,,,,
7/16/1993,445.75,1993,,,,,,,,
7/19/1993,446.029999,1993,,,,,,,,
7/20/1993,447.309998,1993,,,,,,,,
7/21/1993,447.179993,1993,,,,,,,,
7/22/1993,444.51001,1993,,,,,,,,
7/23/1993,447.100006,1993,,,,,,,,
7/26/1993,449.089996,1993,,,,,,,,
7/27/1993,448.23999,1993,,,,,,,,
7/28/1993,447.190002,1993,,,,,,,,
7/29/1993,450.23999,1993,,,,,,,,
7/30/1993,448.130005,1993,,,,,,,,
8/2/1993,450.149994,1993,,,,,,,,
8/3/1993,449.269989,1993,,,,,,,,
8/4/1993,448.540009,1993,,,,,,,,
8/5/1993,448.130005,1993,,,,,,,,
8/6/1993,448.679993,1993,,,,,,,,
8/9/1993,450.720001,1993,,,,,,,,
8/10/1993,449.450012,1993,,,,,,,,
8/11/1993,450.459991,1993,,,,,,,,
8/12/1993,448.959991,1993,,,,,,,,
8/13/1993,450.140015,1993,,,,,,,,
8/16/1993,452.380005,1993,,,,,,,,
8/17/1993,453.130005,1993,,,,,,,,
8/18/1993,456.040009,1993,,,,,,,,
8/19/1993,456.429993,1993,,,,,,,,
8/20/1993,456.160004,1993,,,,,,,,
8/23/1993,455.230011,1993,,,,,,,,
8/24/1993,459.769989,1993,,,,,,,,
8/25/1993,460.130005,1993,,,,,,,,
8/26/1993,461.040009,1993,,,,,,,,
8/27/1993,460.540009,1993,,,,,,,,
8/30/1993,461.899994,1993,,,,,,,,
8/31/1993,463.559998,1993,,,,,,,,
9/1/1993,463.149994,1993,,,,,,,,
9/2/1993,461.299988,1993,,,,,,,,
9/3/1993,461.339996,1993,,,,,,,,
9/7/1993,458.519989,1993,,,,,,,,
9/8/1993,456.649994,1993,,,,,,,,
9/9/1993,457.5,1993,,,,,,,,
9/10/1993,461.720001,1993,,,,,,,,
9/13/1993,462.059998,1993,,,,,,,,
9/14/1993,459.899994,1993,,,,,,,,
9/15/1993,461.600006,1993,,,,,,,,
9/16/1993,459.429993,1993,,,,,,,,
9/17/1993,458.829987,1993,,,,,,,,
9/20/1993,455.049988,1993,,,,,,,,
9/21/1993,452.950012,1993,,,,,,,,
