Date,Adj Close,Year,,,Year,First Close,Last Close,Return for Year,Total Return 20 Years,Average Return 20 Years
4/1/1970,90.07,1970,,,,,,,,
4/2/1970,89.790001,1970,,,,,,,,
4/3/1970,89.389999,1970,,,,,,,,
4/6/1970,88.760002,1970,,,,,,,,
4/7/1970,88.519997,1970,,,,,,,,
4/8/1970,88.489998,1970,,,,,,,,
4/9/1970,88.529999,1970,,,,,,,,
4/10/1970,88.239998,1970,,,,,,,,
4/13/1970,87.639999,1970,,,,,,,,
4/14/1970,86.889999,1970,,,,,,,,
4/15/1970,86.730003,1970,,,,,,,,
4/16/1970,85.879997,1970,,,,,,,,
4/17/1970,85.669998,1970,,,,,,,,
4/20/1970,85.830002,1970,,,,,,,,
4/21/1970,85.379997,1970,,,,,,,,
4/22/1970,84.269997,1970,,,,,,,,
4/23/1970,83.040001,1970,,,,,,,,
4/24/1970,82.769997,1970,,,,,,,,
4/27/1970,81.459999,1970,,,,,,,,
4/28/1970,80.269997,1970,,,,,,,,
4/29/1970,81.809998,1970,,,,,,,,
4/30/1970,81.519997,1970,,,,,,,,
5/1/1970,81.440002,1970,,,,,,,,
5/4/1970,79.370003,1970,,,,,,,,
5/5/1970,78.599998,1970,,,,,,,,
5/6/1970,79.470001,1970,,,,,,,,
5/7/1970,79.830002,1970,,,,,,,,
5/8/1970,79.440002,1970,,,,,,,,
5/11/1970,78.599998,1970,,,,,,,,
5/12/1970,77.849998,1970,,,,,,,,
5/13/1970,76.529999,1970,,,,,,,,
5/14/1970,75.440002,1970,,,,,,,,
5/15/1970,76.900002,1970,,,,,,,,
5/18/1970,76.959999,1970,,,,,,,,
5/19/1970,75.459999,1970,,,,,,,,
5/20/1970,73.519997,1970,,,,,,,,
5/21/1970,72.160004,1970,,,,,,,,
5/22/1970,72.25,1970,,,,,,,,
5/25/1970,70.25,1970,,,,,,,,
5/26/1970,69.290001,1970,,,,,,,,
5/27/1970,72.769997,1970,,,,,,,,
5/28/1970,74.610001,1970,,,,,,,,
5/29/1970,76.550003,1970,,,,,,,,
6/1/1970,77.839996,1970,,,,,,,,
6/2/1970,77.839996,1970,,,,,,,,
6/3/1970,78.519997,1970,,,,,,,,
6/4/1970,77.360001,1970,,,,,,,,
6/5/1970,76.169998,1970,,,,,,,,
6/8/1970,76.290001,1970,,,,,,,,
6/9/1970,76.25,1970,,,,,,,,
6/10/1970,75.480003,1970,,,,,,,,
6/11/1970,74.449997,1970,,,,,,,,
6/12/1970,73.879997,1970,,,,,,,,
6/15/1970,74.580002,1970,,,,,,,,
6/16/1970,76.150002,1970,,,,,,,,
6/17/1970,76,1970,,,,,,,,
6/18/1970,76.510002,1970,,,,,,,,
6/19/1970,77.050003,1970,,,,,,,,
6/22/1970,76.639999,1970,,,,,,,,
6/23/1970,74.760002,1970,,,,,,,,
6/24/1970,73.970001,1970,,,,,,,,
6/25/1970,74.019997,1970,,,,,,,,
6/26/1970,73.470001,1970,,,,,,,,
6/29/1970,72.889999,1970,,,,,,,,
6/30/1970,72.720001,1970,,,,,,,,
7/1/1970,72.940002,1970,,,,,,,,
7/2/1970,72.919998,1970,,,,,,,,
7/6/1970,71.779999,1970,,,,,,,,
7/7/1970,71.230003,1970,,,,,,,,
7/8/1970,73,1970,,,,,,,,
7/9/1970,74.059998,1970,,,,,,,,
7/10/1970,74.449997,1970,,,,,,,,
7/13/1970,74.550003,1970,,,,,,,,
7/14/1970,74.419998,1970,,,,,,,,
7/15/1970,75.230003,1970,,,,,,,,
7/16/1970,76.339996,1970,,,,,,,,
7/17/1970,77.690002,1970,,,,,,,,
7/20/1970,77.790001,1970,,,,,,,,
7/21/1970,76.980003,1970,,,,,,,,
7/22/1970,77.029999,1970,,,,,,,,
7/23/1970,78,1970,,,,,,,,
7/24/1970,77.82,1970,,,,,,,,
7/27/1970,77.650002,1970,,,,,,,,
7/28/1970,77.769997,1970,,,,,,,,
7/29/1970,78.040001,1970,,,,,,,,
7/30/1970,78.07,1970,,,,,,,,
7/31/1970,78.050003,1970,,,,,,,,
8/3/1970,77.019997,1970,,,,,,,,
8/4/1970,77.190002,1970,,,,,,,,
8/5/1970,77.18,1970,,,,,,,,
8/6/1970,77.080002,1970,,,,,,,,
8/7/1970,77.279999,1970,,,,,,,,
8/10/1970,76.199997,1970,,,,,,,,
8/11/1970,75.82,1970,,,,,,,,
8/12/1970,75.419998,1970,,,,,,,,
8/13/1970,74.760002,1970,,,,,,,,
8/14/1970,75.18,1970,,,,,,,,
8/17/1970,75.330002,1970,,,,,,,,
8/18/1970,76.199997,1970,,,,,,,,
8/19/1970,76.959999,1970,,,,,,,,
8/20/1970,77.839996,1970,,,,,,,,
8/21/1970,79.239998,1970,,,,,,,,
8/24/1970,80.989998,1970,,,,,,,,
8/25/1970,81.120003,1970,,,,,,,,
8/26/1970,81.209999,1970,,,,,,,,
8/27/1970,81.080002,1970,,,,,,,,
8/28/1970,81.860001,1970,,,,,,,,
8/31/1970,81.519997,1970,,,,,,,,
9/1/1970,80.949997,1970,,,,,,,,
9/2/1970,80.959999,1970,,,,,,,,
9/3/1970,82.089996,1970,,,,,,,,
9/4/1970,82.830002,1970,,,,,,,,
9/8/1970,83.040001,1970,,,,,,,,
9/9/1970,82.790001,1970,,,,,,,,
9/10/1970,82.300003,1970,,,,,,,,
9/11/1970,82.519997,1970,,,,,,,,
9/14/1970,82.07,1970,,,,,,,,
9/15/1970,81.360001,1970,,,,,,,,
9/16/1970,81.790001,1970,,,,,,,,
9/17/1970,82.290001,1970,,,,,,,,
9/18/1970,82.620003,1970,,,,,,,,
9/21/1970,81.910004,1970,,,,,,,,
9/22/1970,81.860001,1970,,,,,,,,
9/23/1970,81.910004,1970,,,,,,,,
9/24/1970,81.660004,1970,,,,,,,,
9/25/1970,82.830002,1970,,,,,,,,
9/28/1970,83.910004,1970,,,,,,,,
9/29/1970,83.860001,1970,,,,,,,,
9/30/1970,84.300003,1970,,,,,,,,
10/1/1970,84.32,1970,,,,,,,,
10/2/1970,85.160004,1970,,,,,,,,
10/5/1970,86.470001,1970,,,,,,,,
10/6/1970,86.849998,1970,,,,,,,,
10/7/1970,86.889999,1970,,,,,,,,
10/8/1970,85.949997,1970,,,,,,,,
10/9/1970,85.080002,1970,,,,,,,,
10/12/1970,84.169998,1970,,,,,,,,
10/13/1970,84.059998,1970,,,,,,,,
10/14/1970,84.190002,1970,,,,,,,,
10/15/1970,84.650002,1970,,,,,,,,
10/16/1970,84.279999,1970,,,,,,,,
10/19/1970,83.150002,1970,,,,,,,,
10/20/1970,83.639999,1970,,,,,,,,
10/21/1970,83.660004,1970,,,,,,,,
10/22/1970,83.379997,1970,,,,,,,,
10/23/1970,83.769997,1970,,,,,,,,
10/26/1970,83.309998,1970,,,,,,,,
10/27/1970,83.120003,1970,,,,,,,,
10/28/1970,83.43,1970,,,,,,,,
10/29/1970,83.360001,1970,,,,,,,,
10/30/1970,83.25,1970,,,,,,,,
11/2/1970,83.510002,1970,,,,,,,,
11/3/1970,84.220001,1970,,,,,,,,
11/4/1970,84.389999,1970,,,,,,,,
11/5/1970,84.099998,1970,,,,,,,,
11/6/1970,84.220001,1970,,,,,,,,
11/9/1970,84.669998,1970,,,,,,,,
11/10/1970,84.790001,1970,,,,,,,,
11/11/1970,85.029999,1970,,,,,,,,
11/12/1970,84.150002,1970,,,,,,,,
11/13/1970,83.370003,1970,,,,,,,,
11/16/1970,83.239998,1970,,,,,,,,
11/17/1970,83.470001,1970,,,,,,,,
11/18/1970,82.790001,1970,,,,,,,,
11/19/1970,82.910004,1970,,,,,,,,
11/20/1970,83.720001,1970,,,,,,,,
11/23/1970,84.239998,1970,,,,,,,,
11/24/1970,84.779999,1970,,,,,,,,
11/25/1970,85.089996,1970,,,,,,,,
11/27/1970,85.93,1970,,,,,,,,
11/30/1970,87.199997,1970,,,,,,,,
12/1/1970,87.470001,1970,,,,,,,,
12/2/1970,88.480003,1970,,,,,,,,
12/3/1970,88.900002,1970,,,,,,,,
12/4/1970,89.459999,1970,,,,,,,,
12/7/1970,89.940002,1970,,,,,,,,
12/8/1970,89.470001,1970,,,,,,,,
12/9/1970,89.540001,1970,,,,,,,,
12/10/1970,89.919998,1970,,,,,,,,
12/11/1970,90.260002,1970,,,,,,,,
12/14/1970,89.800003,1970,,,,,,,,
12/15/1970,89.660004,1970,,,,,,,,
12/16/1970,89.720001,1970,,,,,,,,
12/17/1970,90.040001,1970,,,,,,,,
12/18/1970,90.220001,1970,,,,,,,,
12/21/1970,89.940002,1970,,,,,,,,
12/22/1970,90.040001,1970,,,,,,,,
12/23/1970,90.099998,1970,,,,,,,,
12/24/1970,90.610001,1970,,,,,,,,
12/28/1970,91.089996,1970,,,,,,,,
12/29/1970,92.080002,1970,,,,,,,,
12/30/1970,92.269997,1970,,,,,,,,
12/31/1970,92.150002,1970,,,,,,,,
1/4/1971,91.150002,1971,,,,,,,,
1/5/1971,91.800003,1971,,,,,,,,
1/6/1971,92.349998,1971,,,,,,,,
1/7/1971,92.379997,1971,,,,,,,,
1/8/1971,92.190002,1971,,,,,,,,
1/11/1971,91.980003,1971,,,,,,,,
1/12/1971,92.720001,1971,,,,,,,,
1/13/1971,92.559998,1971,,,,,,,,
1/14/1971,92.800003,1971,,,,,,,,
1/15/1971,93.029999,1971,,,,,,,,
1/18/1971,93.410004,1971,,,,,,,,
1/19/1971,93.760002,1971,,,,,,,,
1/20/1971,93.779999,1971,,,,,,,,
1/21/1971,94.190002,1971,,,,,,,,
1/22/1971,94.879997,1971,,,,,,,,
1/25/1971,95.279999,1971,,,,,,,,
1/26/1971,95.589996,1971,,,,,,,,
1/27/1971,94.889999,1971,,,,,,,,
1/28/1971,95.209999,1971,,,,,,,,
1/29/1971,95.879997,1971,,,,,,,,
2/1/1971,96.419998,1971,,,,,,,,
2/2/1971,96.43,1971,,,,,,,,
2/3/1971,96.629997,1971,,,,,,,,
2/4/1971,96.620003,1971,,,,,,,,
2/5/1971,96.93,1971,,,,,,,,
2/8/1971,97.449997,1971,,,,,,,,
2/9/1971,97.510002,1971,,,,,,,,
2/10/1971,97.389999,1971,,,,,,,,
2/11/1971,97.910004,1971,,,,,,,,
2/12/1971,98.43,1971,,,,,,,,
2/16/1971,98.660004,1971,,,,,,,,
2/17/1971,98.199997,1971,,,,,,,,
2/18/1971,97.559998,1971,,,,,,,,
2/19/1971,96.739998,1971,,,,,,,,
2/22/1971,95.720001,1971,,,,,,,,
2/23/1971,96.089996,1971,,,,,,,,
2/24/1971,96.730003,1971,,,,,,,,
2/25/1971,96.959999,1971,,,,,,,,
2/26/1971,96.75,1971,,,,,,,,
3/1/1971,97,1971,,,,,,,,
3/2/1971,96.980003,1971,,,,,,,,
3/3/1971,96.949997,1971,,,,,,,,
3/4/1971,97.919998,1971,,,,,,,,
3/5/1971,98.959999,1971,,,,,,,,
3/8/1971,99.379997,1971,,,,,,,,
3/9/1971,99.459999,1971,,,,,,,,
3/10/1971,99.300003,1971,,,,,,,,
3/11/1971,99.389999,1971,,,,,,,,
3/12/1971,99.57,1971,,,,,,,,
3/15/1971,100.709999,1971,,,,,,,,
3/16/1971,101.209999,1971,,,,,,,,
3/17/1971,101.120003,1971,,,,,,,,
3/18/1971,101.190002,1971,,,,,,,,
3/19/1971,101.010002,1971,,,,,,,,
3/22/1971,100.620003,1971,,,,,,,,
3/23/1971,100.279999,1971,,,,,,,,
3/24/1971,99.620003,1971,,,,,,,,
3/25/1971,99.610001,1971,,,,,,,,
3/26/1971,99.949997,1971,,,,,,,,
3/29/1971,100.029999,1971,,,,,,,,
3/30/1971,100.260002,1971,,,,,,,,
3/31/1971,100.309998,1971,,,,,,,,
4/1/1971,100.389999,1971,,,,,,,,
4/2/1971,100.559998,1971,,,,,,,,
4/5/1971,100.790001,1971,,,,,,,,
4/6/1971,101.510002,1971,,,,,,,,
4/7/1971,101.980003,1971,,,,,,,,
4/8/1971,102.099998,1971,,,,,,,,
4/12/1971,102.879997,1971,,,,,,,,
4/13/1971,102.980003,1971,,,,,,,,
4/14/1971,103.370003,1971,,,,,,,,
4/15/1971,103.519997,1971,,,,,,,,
4/16/1971,103.489998,1971,,,,,,,,
4/19/1971,104.010002,1971,,,,,,,,
4/20/1971,103.610001,1971,,,,,,,,
4/21/1971,103.360001,1971,,,,,,,,
4/22/1971,103.559998,1971,,,,,,,,
4/23/1971,104.050003,1971,,,,,,,,
4/26/1971,103.940002,1971,,,,,,,,
4/27/1971,104.589996,1971,,,,,,,,
4/28/1971,104.769997,1971,,,,,,,,
4/29/1971,104.629997,1971,,,,,,,,
4/30/1971,103.949997,1971,,,,,,,,
5/3/1971,103.290001,1971,,,,,,,,
5/4/1971,103.790001,1971,,,,,,,,
5/5/1971,103.779999,1971,,,,,,,,
5/6/1971,103.230003,1971,,,,,,,,
5/7/1971,102.870003,1971,,,,,,,,
5/10/1971,102.360001,1971,,,,,,,,
5/11/1971,102.620003,1971,,,,,,,,
5/12/1971,102.900002,1971,,,,,,,,
5/13/1971,102.690002,1971,,,,,,,,
5/14/1971,102.209999,1971,,,,,,,,
5/17/1971,100.690002,1971,,,,,,,,
5/18/1971,100.830002,1971,,,,,,,,
5/19/1971,101.07,1971,,,,,,,,
5/20/1971,101.309998,1971,,,,,,,,
5/21/1971,100.989998,1971,,,,,,,,
5/24/1971,100.129997,1971,,,,,,,,
5/25/1971,99.470001,1971,,,,,,,,
5/26/1971,99.589996,1971,,,,,,,,
5/27/1971,99.400002,1971,,,,,,,,
5/28/1971,99.629997,1971,,,,,,,,
6/1/1971,100.199997,1971,,,,,,,,
6/2/1971,100.959999,1971,,,,,,,,
6/3/1971,101.010002,1971,,,,,,,,
6/4/1971,101.300003,1971,,,,,,,,
6/7/1971,101.089996,1971,,,,,,,,
6/8/1971,100.32,1971,,,,,,,,
6/9/1971,100.290001,1971,,,,,,,,
6/10/1971,100.639999,1971,,,,,,,,
6/11/1971,101.07,1971,,,,,,,,
6/14/1971,100.220001,1971,,,,,,,,
6/15/1971,100.32,1971,,,,,,,,
6/16/1971,100.519997,1971,,,,,,,,
6/17/1971,100.5,1971,,,,,,,,
6/18/1971,98.970001,1971,,,,,,,,
6/21/1971,97.870003,1971,,,,,,,,
6/22/1971,97.589996,1971,,,,,,,,
6/23/1971,98.410004,1971,,,,,,,,
6/24/1971,98.129997,1971,,,,,,,,
6/25/1971,97.989998,1971,,,,,,,,
6/28/1971,97.739998,1971,,,,,,,,
6/29/1971,98.82,1971,,,,,,,,
6/30/1971,98.699997,1971,,,,,,,,
7/1/1971,99.779999,1971,,,,,,,,
7/2/1971,99.779999,1971,,,,,,,,
7/6/1971,99.760002,1971,,,,,,,,
7/7/1971,100.040001,1971,,,,,,,,
7/8/1971,100.339996,1971,,,,,,,,
7/9/1971,100.690002,1971,,,,,,,,
7/12/1971,100.82,1971,,,,,,,,
7/13/1971,99.5,1971,,,,,,,,
7/14/1971,99.220001,1971,,,,,,,,
7/15/1971,99.279999,1971,,,,,,,,
7/16/1971,99.110001,1971,,,,,,,,
7/19/1971,98.93,1971,,,,,,,,
7/20/1971,99.32,1971,,,,,,,,
7/21/1971,99.279999,1971,,,,,,,,
7/22/1971,99.110001,1971,,,,,,,,
7/23/1971,98.940002,1971,,,,,,,,
7/26/1971,98.139999,1971,,,,,,,,
7/27/1971,97.779999,1971,,,,,,,,
7/28/1971,97.07,1971,,,,,,,,
7/29/1971,96.019997,1971,,,,,,,,
7/30/1971,95.580002,1971,,,,,,,,
8/2/1971,95.959999,1971,,,,,,,,
8/3/1971,94.510002,1971,,,,,,,,
8/4/1971,93.889999,1971,,,,,,,,
8/5/1971,94.089996,1971,,,,,,,,
8/6/1971,94.25,1971,,,,,,,,
8/9/1971,93.529999,1971,,,,,,,,
8/10/1971,93.540001,1971,,,,,,,,
8/11/1971,94.660004,1971,,,,,,,,
8/12/1971,96,1971,,,,,,,,
8/13/1971,95.690002,1971,,,,,,,,
8/16/1971,98.760002,1971,,,,,,,,
8/17/1971,99.989998,1971,,,,,,,,
8/18/1971,98.599998,1971,,,,,,,,
8/19/1971,98.160004,1971,,,,,,,,
8/20/1971,98.330002,1971,,,,,,,,
8/23/1971,99.25,1971,,,,,,,,
8/24/1971,100.400002,1971,,,,,,,,
8/25/1971,100.410004,1971,,,,,,,,
8/26/1971,100.239998,1971,,,,,,,,
8/27/1971,100.480003,1971,,,,,,,,
8/30/1971,99.519997,1971,,,,,,,,
8/31/1971,99.029999,1971,,,,,,,,
9/1/1971,99.07,1971,,,,,,,,
9/2/1971,99.290001,1971,,,,,,,,
9/3/1971,100.690002,1971,,,,,,,,
9/7/1971,101.150002,1971,,,,,,,,
9/8/1971,101.339996,1971,,,,,,,,
9/9/1971,100.800003,1971,,,,,,,,
9/10/1971,100.419998,1971,,,,,,,,
9/13/1971,100.07,1971,,,,,,,,
9/14/1971,99.339996,1971,,,,,,,,
9/15/1971,99.769997,1971,,,,,,,,
9/16/1971,99.660004,1971,,,,,,,,
9/17/1971,99.959999,1971,,,,,,,,
9/20/1971,99.68,1971,,,,,,,,
9/21/1971,99.339996,1971,,,,,,,,
9/22/1971,98.470001,1971,,,,,,,,
9/23/1971,98.379997,1971,,,,,,,,
9/24/1971,98.150002,1971,,,,,,,,
9/27/1971,97.620003,1971,,,,,,,,
9/28/1971,97.879997,1971,,,,,,,,
9/29/1971,97.900002,1971,,,,,,,,
9/30/1971,98.339996,1971,,,,,,,,
10/1/1971,98.93,1971,,,,,,,,
10/4/1971,99.209999,1971,,,,,,,,
10/5/1971,99.110001,1971,,,,,,,,
10/6/1971,99.82,1971,,,,,,,,
10/7/1971,100.019997,1971,,,,,,,,
10/8/1971,99.360001,1971,,,,,,,,
10/11/1971,99.209999,1971,,,,,,,,
10/12/1971,99.57,1971,,,,,,,,
10/13/1971,99.029999,1971,,,,,,,,
10/14/1971,98.129997,1971,,,,,,,,
10/15/1971,97.790001,1971,,,,,,,,
10/18/1971,97.349998,1971,,,,,,,,
10/19/1971,97,1971,,,,,,,,
10/20/1971,95.650002,1971,,,,,,,,
10/21/1971,95.599998,1971,,,,,,,,
10/22/1971,95.57,1971,,,,,,,,
10/25/1971,95.099998,1971,,,,,,,,
10/26/1971,94.739998,1971,,,,,,,,
10/27/1971,93.790001,1971,,,,,,,,
10/28/1971,93.959999,1971,,,,,,,,
10/29/1971,94.230003,1971,,,,,,,,
11/1/1971,92.800003,1971,,,,,,,,
11/2/1971,93.18,1971,,,,,,,,
11/3/1971,94.910004,1971,,,,,,,,
11/4/1971,94.790001,1971,,,,,,,,
11/5/1971,94.459999,1971,,,,,,,,
11/8/1971,94.389999,1971,,,,,,,,
11/9/1971,94.459999,1971,,,,,,,,
11/10/1971,93.410004,1971,,,,,,,,
11/11/1971,92.120003,1971,,,,,,,,
11/12/1971,92.120003,1971,,,,,,,,
11/15/1971,91.809998,1971,,,,,,,,
11/16/1971,92.709999,1971,,,,,,,,
11/17/1971,92.849998,1971,,,,,,,,
11/18/1971,92.129997,1971,,,,,,,,
11/19/1971,91.610001,1971,,,,,,,,
11/22/1971,90.790001,1971,,,,,,,,
11/23/1971,90.160004,1971,,,,,,,,
11/24/1971,90.330002,1971,,,,,,,,
11/26/1971,91.940002,1971,,,,,,,,
11/29/1971,93.410004,1971,,,,,,,,
11/30/1971,93.989998,1971,,,,,,,,
12/1/1971,95.440002,1971,,,,,,,,
12/2/1971,95.839996,1971,,,,,,,,
12/3/1971,97.059998,1971,,,,,,,,
12/6/1971,96.510002,1971,,,,,,,,
12/7/1971,96.870003,1971,,,,,,,,
12/8/1971,96.919998,1971,,,,,,,,
12/9/1971,96.959999,1971,,,,,,,,
12/10/1971,97.690002,1971,,,,,,,,
12/13/1971,97.970001,1971,,,,,,,,
12/14/1971,97.669998,1971,,,,,,,,
12/15/1971,98.540001,1971,,,,,,,,
12/16/1971,99.739998,1971,,,,,,,,
12/17/1971,100.260002,1971,,,,,,,,
12/20/1971,101.550003,1971,,,,,,,,
12/21/1971,101.800003,1971,,,,,,,,
12/22/1971,101.18,1971,,,,,,,,
12/23/1971,100.739998,1971,,,,,,,,
12/27/1971,100.949997,1971,,,,,,,,
12/28/1971,101.949997,1971,,,,,,,,
12/29/1971,102.209999,1971,,,,,,,,
12/30/1971,101.779999,1971,,,,,,,,
12/31/1971,102.089996,1971,,,,,,,,
1/3/1972,101.669998,1972,,,,,,,,
1/4/1972,102.089996,1972,,,,,,,,
1/5/1972,103.059998,1972,,,,,,,,
1/6/1972,103.510002,1972,,,,,,,,
1/7/1972,103.470001,1972,,,,,,,,
1/10/1972,103.32,1972,,,,,,,,
1/11/1972,103.650002,1972,,,,,,,,
1/12/1972,103.589996,1972,,,,,,,,
1/13/1972,102.989998,1972,,,,,,,,
1/14/1972,103.389999,1972,,,,,,,,
1/17/1972,103.699997,1972,,,,,,,,
1/18/1972,104.050003,1972,,,,,,,,
1/19/1972,103.879997,1972,,,,,,,,
1/20/1972,103.879997,1972,,,,,,,,
1/21/1972,103.650002,1972,,,,,,,,
1/24/1972,102.57,1972,,,,,,,,
1/25/1972,102.699997,1972,,,,,,,,
1/26/1972,102.5,1972,,,,,,,,
1/27/1972,103.5,1972,,,,,,,,
1/28/1972,104.160004,1972,,,,,,,,
1/31/1972,103.940002,1972,,,,,,,,
2/1/1972,104.010002,1972,,,,,,,,
2/2/1972,104.68,1972,,,,,,,,
2/3/1972,104.639999,1972,,,,,,,,
2/4/1972,104.860001,1972,,,,,,,,
2/7/1972,104.540001,1972,,,,,,,,
2/8/1972,104.739998,1972,,,,,,,,
2/9/1972,105.550003,1972,,,,,,,,
2/10/1972,105.589996,1972,,,,,,,,
2/11/1972,105.080002,1972,,,,,,,,
2/14/1972,104.589996,1972,,,,,,,,
2/15/1972,105.029999,1972,,,,,,,,
2/16/1972,105.620003,1972,,,,,,,,
2/17/1972,105.589996,1972,,,,,,,,
2/18/1972,105.279999,1972,,,,,,,,
2/22/1972,105.290001,1972,,,,,,,,
2/23/1972,105.379997,1972,,,,,,,,
2/24/1972,105.449997,1972,,,,,,,,
2/25/1972,106.18,1972,,,,,,,,
2/28/1972,106.190002,1972,,,,,,,,
2/29/1972,106.57,1972,,,,,,,,
3/1/1972,107.349998,1972,,,,,,,,
3/2/1972,107.32,1972,,,,,,,,
3/3/1972,107.940002,1972,,,,,,,,
3/6/1972,108.769997,1972,,,,,,,,
3/7/1972,108.870003,1972,,,,,,,,
3/8/1972,108.959999,1972,,,,,,,,
3/9/1972,108.940002,1972,,,,,,,,
3/10/1972,108.379997,1972,,,,,,,,
3/13/1972,107.330002,1972,,,,,,,,
3/14/1972,107.610001,1972,,,,,,,,
3/15/1972,107.75,1972,,,,,,,,
3/16/1972,107.5,1972,,,,,,,,
3/17/1972,107.919998,1972,,,,,,,,
3/20/1972,107.589996,1972,,,,,,,,
3/21/1972,106.690002,1972,,,,,,,,
3/22/1972,106.839996,1972,,,,,,,,
3/23/1972,107.75,1972,,,,,,,,
3/24/1972,107.519997,1972,,,,,,,,
3/27/1972,107.300003,1972,,,,,,,,
3/28/1972,107.169998,1972,,,,,,,,
3/29/1972,106.489998,1972,,,,,,,,
3/30/1972,107.199997,1972,,,,,,,,
4/3/1972,107.480003,1972,,,,,,,,
4/4/1972,108.120003,1972,,,,,,,,
4/5/1972,109,1972,,,,,,,,
4/6/1972,109.529999,1972,,,,,,,,
4/7/1972,109.620003,1972,,,,,,,,
4/10/1972,109.449997,1972,,,,,,,,
4/11/1972,109.760002,1972,,,,,,,,
4/12/1972,110.18,1972,,,,,,,,
4/13/1972,109.910004,1972,,,,,,,,
4/14/1972,109.839996,1972,,,,,,,,
4/17/1972,109.510002,1972,,,,,,,,
4/18/1972,109.769997,1972,,,,,,,,
4/19/1972,109.199997,1972,,,,,,,,
4/20/1972,109.040001,1972,,,,,,,,
4/21/1972,108.889999,1972,,,,,,,,
4/24/1972,108.190002,1972,,,,,,,,
4/25/1972,107.120003,1972,,,,,,,,
4/26/1972,106.889999,1972,,,,,,,,
4/27/1972,107.050003,1972,,,,,,,,
4/28/1972,107.669998,1972,,,,,,,,
5/1/1972,106.690002,1972,,,,,,,,
5/2/1972,106.080002,1972,,,,,,,,
5/3/1972,105.989998,1972,,,,,,,,
5/4/1972,106.25,1972,,,,,,,,
5/5/1972,106.629997,1972,,,,,,,,
5/8/1972,106.139999,1972,,,,,,,,
5/9/1972,104.739998,1972,,,,,,,,
5/10/1972,105.419998,1972,,,,,,,,
5/11/1972,105.769997,1972,,,,,,,,
5/12/1972,106.379997,1972,,,,,,,,
5/15/1972,106.860001,1972,,,,,,,,
5/16/1972,106.660004,1972,,,,,,,,
5/17/1972,106.889999,1972,,,,,,,,
5/18/1972,107.940002,1972,,,,,,,,
5/19/1972,108.980003,1972,,,,,,,,
5/22/1972,109.690002,1972,,,,,,,,
5/23/1972,109.779999,1972,,,,,,,,
5/24/1972,110.309998,1972,,,,,,,,
5/25/1972,110.459999,1972,,,,,,,,
5/26/1972,110.660004,1972,,,,,,,,
5/30/1972,110.349998,1972,,,,,,,,
5/31/1972,109.529999,1972,,,,,,,,
6/1/1972,109.690002,1972,,,,,,,,
6/2/1972,109.730003,1972,,,,,,,,
6/5/1972,108.82,1972,,,,,,,,
6/6/1972,108.209999,1972,,,,,,,,
6/7/1972,107.650002,1972,,,,,,,,
6/8/1972,107.279999,1972,,,,,,,,
6/9/1972,106.860001,1972,,,,,,,,
6/12/1972,107.010002,1972,,,,,,,,
6/13/1972,107.550003,1972,,,,,,,,
6/14/1972,108.389999,1972,,,,,,,,
6/15/1972,108.440002,1972,,,,,,,,
6/16/1972,108.360001,1972,,,,,,,,
6/19/1972,108.110001,1972,,,,,,,,
6/20/1972,108.559998,1972,,,,,,,,
6/21/1972,108.790001,1972,,,,,,,,
6/22/1972,108.68,1972,,,,,,,,
6/23/1972,108.269997,1972,,,,,,,,
6/26/1972,107.480003,1972,,,,,,,,
6/27/1972,107.370003,1972,,,,,,,,
6/28/1972,107.019997,1972,,,,,,,,
6/29/1972,106.82,1972,,,,,,,,
6/30/1972,107.139999,1972,,,,,,,,
7/3/1972,107.489998,1972,,,,,,,,
7/5/1972,108.099998,1972,,,,,,,,
7/6/1972,109.040001,1972,,,,,,,,
7/7/1972,108.690002,1972,,,,,,,,
7/10/1972,108.110001,1972,,,,,,,,
7/11/1972,107.32,1972,,,,,,,,
7/12/1972,106.889999,1972,,,,,,,,
7/13/1972,106.279999,1972,,,,,,,,
7/14/1972,106.800003,1972,,,,,,,,
7/17/1972,105.879997,1972,,,,,,,,
7/18/1972,105.830002,1972,,,,,,,,
7/19/1972,106.139999,1972,,,,,,,,
7/20/1972,105.809998,1972,,,,,,,,
7/21/1972,106.660004,1972,,,,,,,,
7/24/1972,107.919998,1972,,,,,,,,
7/25/1972,107.599998,1972,,,,,,,,
7/26/1972,107.529999,1972,,,,,,,,
7/27/1972,107.279999,1972,,,,,,,,
7/28/1972,107.379997,1972,,,,,,,,
7/31/1972,107.389999,1972,,,,,,,,
8/1/1972,108.400002,1972,,,,,,,,
8/2/1972,109.290001,1972,,,,,,,,
8/3/1972,110.139999,1972,,,,,,,,
8/4/1972,110.43,1972,,,,,,,,
8/7/1972,110.610001,1972,,,,,,,,
8/8/1972,110.690002,1972,,,,,,,,
8/9/1972,110.860001,1972,,,,,,,,
8/10/1972,111.050003,1972,,,,,,,,
8/11/1972,111.949997,1972,,,,,,,,
8/14/1972,112.550003,1972,,,,,,,,
8/15/1972,112.059998,1972,,,,,,,,
8/16/1972,111.660004,1972,,,,,,,,
8/17/1972,111.339996,1972,,,,,,,,
8/18/1972,111.760002,1972,,,,,,,,
8/21/1972,111.720001,1972,,,,,,,,
8/22/1972,112.410004,1972,,,,,,,,
